"Disease","County","Year","Sex","Cases","Population","Rate","Lower_95__CI","Upper_95__CI"
Anaplasmosis,Colusa,2002,Male,0,9876,-,0.000,37.346
Anaplasmosis,Colusa,2002,Total,0,19391,-,0.000,19.022
Anaplasmosis,Colusa,2003,Female,0,9661,-,0.000,38.175
Anaplasmosis,Colusa,2003,Male,0,10024,-,0.000,36.794
Anaplasmosis,Colusa,2003,Total,0,19685,-,0.000,18.738
Anaplasmosis,Colusa,2004,Female,0,9891,-,0.000,37.288
Anaplasmosis,Colusa,2004,Male,0,10293,-,0.000,35.833
Anaplasmosis,Colusa,2004,Total,0,20184,-,0.000,18.275
Anaplasmosis,Colusa,2005,Female,0,10072,-,0.000,36.619
Anaplasmosis,Colusa,2005,Male,0,10493,-,0.000,35.149
Anaplasmosis,Colusa,2005,Total,0,20565,-,0.000,17.936
Anaplasmosis,Colusa,2006,Female,0,10228,-,0.000,36.061
Anaplasmosis,Colusa,2006,Male,0,10665,-,0.000,34.582
Anaplasmosis,Colusa,2006,Total,0,20893,-,0.000,17.654
Anaplasmosis,Colusa,2007,Female,0,10337,-,0.000,35.680
Anaplasmosis,Colusa,2007,Male,0,10782,-,0.000,34.207
Anaplasmosis,Colusa,2007,Total,0,21119,-,0.000,17.466
Anaplasmosis,Colusa,2008,Female,0,10363,-,0.000,35.589
Anaplasmosis,Colusa,2008,Male,0,10809,-,0.000,34.123
Anaplasmosis,Colusa,2008,Total,0,21172,-,0.000,17.422
Anaplasmosis,Colusa,2009,Female,0,10373,-,0.000,35.557
Anaplasmosis,Colusa,2009,Male,0,10897,-,0.000,33.845
Anaplasmosis,Colusa,2009,Total,0,21270,-,0.000,17.342
Anaplasmosis,Colusa,2010,Female,0,10407,-,0.000,35.440
Anaplasmosis,Colusa,2010,Male,0,11012,-,0.000,33.493
Anaplasmosis,Colusa,2010,Total,0,21419,-,0.000,17.221
Anaplasmosis,Colusa,2011,Female,0,10393,-,0.000,35.488
Anaplasmosis,Colusa,2011,Male,0,10999,-,0.000,33.533
Anaplasmosis,Colusa,2011,Total,0,21356,-,0.000,17.272
Anaplasmosis,Colusa,2012,Female,0,10438,-,0.000,35.335
Anaplasmosis,Colusa,2012,Male,0,11033,-,0.000,33.429
Anaplasmosis,Colusa,2012,Total,0,21406,-,0.000,17.231
Anaplasmosis,Colusa,2013,Female,0,10461,-,0.000,35.257
Anaplasmosis,Colusa,2013,Male,0,11096,-,0.000,33.240
Anaplasmosis,Colusa,2013,Total,0,21464,-,0.000,17.185
Anaplasmosis,Colusa,2014,Female,0,10447,-,0.000,35.304
Anaplasmosis,Colusa,2014,Male,0,11089,-,0.000,33.261
Anaplasmosis,Colusa,2014,Total,0,21414,-,0.000,17.225
Anaplasmosis,Colusa,2015,Female,0,10497,-,0.000,35.136
Anaplasmosis,Colusa,2015,Male,0,11115,-,0.000,33.183
Anaplasmosis,Colusa,2015,Total,0,21455,-,0.000,17.192
Anaplasmosis,Colusa,2016,Female,0,10604,-,0.000,34.782
Anaplasmosis,Colusa,2016,Male,0,11266,-,0.000,32.738
Anaplasmosis,Colusa,2016,Total,0,21677,-,0.000,17.016
Anaplasmosis,Colusa,2017,Female,0,10694,-,0.000,34.489
Anaplasmosis,Colusa,2017,Male,0,11327,-,0.000,32.562
Anaplasmosis,Colusa,2017,Total,0,21792,-,0.000,16.926
Anaplasmosis,Colusa,2018,Female,0,10648,-,0.000,34.638
Anaplasmosis,Colusa,2018,Male,0,11310,-,0.000,32.611
Anaplasmosis,Colusa,2018,Total,0,21690,-,0.000,17.006
Anaplasmosis,Colusa,2019,Female,0,10687,-,0.000,34.511
Anaplasmosis,Colusa,2019,Male,0,11358,-,0.000,32.473
Anaplasmosis,Colusa,2019,Total,0,21745,-,0.000,16.963
Anaplasmosis,Colusa,2020,Female,0,10736,-,0.000,34.354
Anaplasmosis,Colusa,2020,Male,0,11339,-,0.000,32.527
Anaplasmosis,Colusa,2020,Total,0,21777,-,0.000,16.938
Anaplasmosis,Colusa,2021,Female,0,11100,-,0.000,33.228
Anaplasmosis,Colusa,2021,Male,0,11686,-,0.000,31.562
Anaplasmosis,Colusa,2021,Total,0,21867,-,0.000,16.868
Anaplasmosis,Colusa,2022,Female,0,11120,-,0.000,33.168
Anaplasmosis,Colusa,2022,Male,0,11752,-,0.000,31.384
Anaplasmosis,Colusa,2022,Total,0,21923,-,0.000,16.825
Anaplasmosis,Contra Costa,2001,Female,0,497442,-,0.000,0.742
Anaplasmosis,Contra Costa,2001,Male,0,473054,-,0.000,0.780
Anaplasmosis,Contra Costa,2001,Total,0,970496,-,0.000,0.380
Anaplasmosis,Contra Costa,2002,Female,0,501572,-,0.000,0.735
Anaplasmosis,Contra Costa,2002,Male,0,477223,-,0.000,0.773
Anaplasmosis,Contra Costa,2002,Total,0,978795,-,0.000,0.377
Anaplasmosis,Contra Costa,2003,Female,0,507028,-,0.000,0.728
Anaplasmosis,Contra Costa,2003,Male,0,482677,-,0.000,0.764
Anaplasmosis,Contra Costa,2003,Total,0,989705,-,0.000,0.373
Anaplasmosis,Contra Costa,2004,Female,0,511239,-,0.000,0.722
Anaplasmosis,Contra Costa,2004,Male,0,486962,-,0.000,0.758
Anaplasmosis,Contra Costa,2004,Total,0,998201,-,0.000,0.370
Anaplasmosis,Contra Costa,2005,Female,0,514168,-,0.000,0.717
Anaplasmosis,Contra Costa,2005,Male,0,490062,-,0.000,0.753
Anaplasmosis,Contra Costa,2005,Total,0,1004230,-,0.000,0.367
Anaplasmosis,Contra Costa,2006,Female,0,517107,-,0.000,0.713
Anaplasmosis,Contra Costa,2006,Male,0,492997,-,0.000,0.748
Anaplasmosis,Contra Costa,2006,Total,0,1010104,-,0.000,0.365
Anaplasmosis,Contra Costa,2007,Female,0,522750,-,0.000,0.706
Anaplasmosis,Contra Costa,2007,Male,0,498501,-,0.000,0.740
Anaplasmosis,Contra Costa,2007,Total,0,1021251,-,0.000,0.361
Anaplasmosis,Contra Costa,2008,Female,0,528831,-,0.000,0.698
Anaplasmosis,Contra Costa,2008,Male,0,504461,-,0.000,0.731
Anaplasmosis,Contra Costa,2008,Total,0,1033292,-,0.000,0.357
Anaplasmosis,Contra Costa,2009,Female,0,533877,-,0.000,0.691
Anaplasmosis,Contra Costa,2009,Male,0,509624,-,0.000,0.724
Anaplasmosis,Contra Costa,2009,Total,0,1043501,-,0.000,0.354
Anaplasmosis,Contra Costa,2010,Female,0,537499,-,0.000,0.686
Anaplasmosis,Contra Costa,2010,Male,0,511526,-,0.000,0.721
Anaplasmosis,Contra Costa,2010,Total,0,1049025,-,0.000,0.352
Anaplasmosis,Contra Costa,2011,Female,0,545315,-,0.000,0.676
Anaplasmosis,Contra Costa,2011,Male,0,520607,-,0.000,0.709
Anaplasmosis,Contra Costa,2011,Total,0,1068330,-,0.000,0.345
Anaplasmosis,Contra Costa,2012,Female,0,551189,-,0.000,0.669
Anaplasmosis,Contra Costa,2012,Male,0,526983,-,0.000,0.700
Anaplasmosis,Contra Costa,2012,Total,0,1082513,-,0.000,0.341
Anaplasmosis,Contra Costa,2013,Female,0,557823,-,0.000,0.661
Anaplasmosis,Contra Costa,2013,Male,0,534086,-,0.000,0.691
Anaplasmosis,Contra Costa,2013,Total,0,1098192,-,0.000,0.336
Anaplasmosis,Contra Costa,2014,Female,0,563776,-,0.000,0.654
Anaplasmosis,Contra Costa,2014,Male,0,540729,-,0.000,0.682
Anaplasmosis,Contra Costa,2014,Total,0,1112733,-,0.000,0.332
Anaplasmosis,Contra Costa,2015,Female,1,570391,0.175*,0.004,0.977
Anaplasmosis,Contra Costa,2015,Male,0,548271,-,0.000,0.673
Anaplasmosis,Contra Costa,2015,Total,1,1128317,0.089*,0.002,0.494
Anaplasmosis,Contra Costa,2016,Female,0,576046,-,0.000,0.640
Anaplasmosis,Contra Costa,2016,Male,0,554483,-,0.000,0.665
Anaplasmosis,Contra Costa,2016,Total,0,1141566,-,0.000,0.323
Anaplasmosis,Contra Costa,2017,Female,0,579092,-,0.000,0.637
Anaplasmosis,Contra Costa,2017,Male,0,557955,-,0.000,0.661
Anaplasmosis,Contra Costa,2017,Total,0,1149457,-,0.000,0.321
Anaplasmosis,Contra Costa,2018,Female,0,582539,-,0.000,0.633
Anaplasmosis,Contra Costa,2018,Male,0,561779,-,0.000,0.657
Anaplasmosis,Contra Costa,2018,Total,0,1158017,-,0.000,0.319
Anaplasmosis,Contra Costa,2019,Female,0,583856,-,0.000,0.632
Anaplasmosis,Contra Costa,2019,Male,1,563413,0.177*,0.004,0.989
Anaplasmosis,Contra Costa,2019,Total,1,1162287,0.086*,0.002,0.479
Anaplasmosis,Contra Costa,2020,Female,0,585070,-,0.000,0.631
Anaplasmosis,Contra Costa,2020,Male,0,564730,-,0.000,0.653
Anaplasmosis,Contra Costa,2020,Total,0,1165556,-,0.000,0.316
Anaplasmosis,Contra Costa,2021,Female,0,589830,-,0.000,0.625
Anaplasmosis,Contra Costa,2021,Male,2,569677,0.351*,0.043,1.268
Anaplasmosis,Contra Costa,2021,Total,2,1160418,0.172*,0.021,0.623
Anaplasmosis,Contra Costa,2022,Female,0,594162,-,0.000,0.621
Anaplasmosis,Contra Costa,2022,Male,0,574132,-,0.000,0.643
Anaplasmosis,Contra Costa,2022,Total,0,1149586,-,0.000,0.321
Anaplasmosis,Del Norte,2001,Female,0,12253,-,0.000,30.101
Anaplasmosis,Del Norte,2001,Male,0,15165,-,0.000,24.322
Anaplasmosis,Del Norte,2001,Total,0,27418,-,0.000,13.453
Anaplasmosis,Del Norte,2002,Female,0,12338,-,0.000,29.894
Anaplasmosis,Del Norte,2002,Male,0,15277,-,0.000,24.144
Anaplasmosis,Del Norte,2002,Total,0,27615,-,0.000,13.357
Anaplasmosis,Del Norte,2003,Female,0,12453,-,0.000,29.618
Anaplasmosis,Del Norte,2003,Male,0,15418,-,0.000,23.923
Anaplasmosis,Del Norte,2003,Total,0,27871,-,0.000,13.235
Anaplasmosis,Del Norte,2004,Female,0,12587,-,0.000,29.303
Anaplasmosis,Del Norte,2004,Male,0,15600,-,0.000,23.643
Anaplasmosis,Del Norte,2004,Total,0,28187,-,0.000,13.086
Anaplasmosis,Del Norte,2005,Female,0,12649,-,0.000,29.160
Anaplasmosis,Del Norte,2005,Male,0,15666,-,0.000,23.544
Anaplasmosis,Del Norte,2005,Total,0,28315,-,0.000,13.027
Anaplasmosis,Del Norte,2006,Female,0,12635,-,0.000,29.192
Anaplasmosis,Del Norte,2006,Male,0,15641,-,0.000,23.581
Anaplasmosis,Del Norte,2006,Total,0,28276,-,0.000,13.045
Anaplasmosis,Del Norte,2007,Female,0,12697,-,0.000,29.048
Anaplasmosis,Del Norte,2007,Male,0,15783,-,0.000,23.370
Anaplasmosis,Del Norte,2007,Total,0,28480,-,0.000,12.952
Anaplasmosis,Del Norte,2008,Female,0,12739,-,0.000,28.952
Anaplasmosis,Del Norte,2008,Male,0,15832,-,0.000,23.298
Anaplasmosis,Del Norte,2008,Total,0,28571,-,0.000,12.910
Anaplasmosis,Del Norte,2009,Female,0,12720,-,0.000,28.995
Anaplasmosis,Del Norte,2009,Male,0,15839,-,0.000,23.288
Anaplasmosis,Del Norte,2009,Total,0,28559,-,0.000,12.916
Anaplasmosis,Del Norte,2010,Female,0,12703,-,0.000,29.035
Anaplasmosis,Del Norte,2010,Male,0,15907,-,0.000,23.188
Anaplasmosis,Del Norte,2010,Total,0,28610,-,0.000,12.893
Anaplasmosis,Del Norte,2011,Female,0,12505,-,0.000,29.495
Anaplasmosis,Del Norte,2011,Male,0,15691,-,0.000,23.507
Anaplasmosis,Del Norte,2011,Total,0,28261,-,0.000,13.052
Anaplasmosis,Del Norte,2012,Female,0,12386,-,0.000,29.778
Anaplasmosis,Del Norte,2012,Male,0,15535,-,0.000,23.743
Anaplasmosis,Del Norte,2012,Total,0,28038,-,0.000,13.156
Anaplasmosis,Del Norte,2013,Female,0,12256,-,0.000,30.094
Anaplasmosis,Del Norte,2013,Male,0,15164,-,0.000,24.324
Anaplasmosis,Del Norte,2013,Total,0,27589,-,0.000,13.370
Anaplasmosis,Del Norte,2014,Female,0,12098,-,0.000,30.487
Anaplasmosis,Del Norte,2014,Male,0,14941,-,0.000,24.687
Anaplasmosis,Del Norte,2014,Total,0,27260,-,0.000,13.531
Anaplasmosis,Del Norte,2015,Female,0,12059,-,0.000,30.586
Anaplasmosis,Del Norte,2015,Male,0,14788,-,0.000,24.942
Anaplasmosis,Del Norte,2015,Total,0,27113,-,0.000,13.605
Anaplasmosis,Del Norte,2016,Female,0,12276,-,0.000,30.045
Anaplasmosis,Del Norte,2016,Male,0,14485,-,0.000,25.464
Anaplasmosis,Del Norte,2016,Total,0,27070,-,0.000,13.626
Anaplasmosis,Del Norte,2017,Female,0,12235,-,0.000,30.146
Anaplasmosis,Del Norte,2017,Male,0,14310,-,0.000,25.775
Anaplasmosis,Del Norte,2017,Total,0,26898,-,0.000,13.713
Anaplasmosis,Del Norte,2018,Female,0,12229,-,0.000,30.160
Anaplasmosis,Del Norte,2018,Male,0,14887,-,0.000,24.776
Anaplasmosis,Del Norte,2018,Total,0,27572,-,0.000,13.378
Anaplasmosis,Del Norte,2019,Female,0,12342,-,0.000,29.884
Anaplasmosis,Del Norte,2019,Male,0,14865,-,0.000,24.813
Anaplasmosis,Del Norte,2019,Total,0,27604,-,0.000,13.363
Anaplasmosis,Del Norte,2020,Female,0,12341,-,0.000,29.887
Anaplasmosis,Del Norte,2020,Male,0,14852,-,0.000,24.835
Anaplasmosis,Del Norte,2020,Total,0,27638,-,0.000,13.346
Anaplasmosis,Del Norte,2021,Female,0,12129,-,0.000,30.409
Anaplasmosis,Del Norte,2021,Male,0,14711,-,0.000,25.073
Anaplasmosis,Del Norte,2021,Total,0,27365,-,0.000,13.479
Anaplasmosis,Del Norte,2022,Female,0,12097,-,0.000,30.490
Anaplasmosis,Del Norte,2022,Male,0,14695,-,0.000,25.100
Anaplasmosis,Del Norte,2022,Total,0,26604,-,0.000,13.865
Anaplasmosis,El Dorado,2001,Female,0,80988,-,0.000,4.555
Anaplasmosis,El Dorado,2001,Male,0,80892,-,0.000,4.560
Anaplasmosis,El Dorado,2001,Total,0,161880,-,0.000,2.279
Anaplasmosis,El Dorado,2002,Female,0,82411,-,0.000,4.476
Anaplasmosis,El Dorado,2002,Male,0,82314,-,0.000,4.481
Anaplasmosis,El Dorado,2002,Total,0,164725,-,0.000,2.239
Anaplasmosis,El Dorado,2003,Female,0,83875,-,0.000,4.398
Anaplasmosis,El Dorado,2003,Male,0,83795,-,0.000,4.402
Anaplasmosis,El Dorado,2003,Total,0,167670,-,0.000,2.200
Anaplasmosis,El Dorado,2004,Female,0,85200,-,0.000,4.330
Anaplasmosis,El Dorado,2004,Male,0,85104,-,0.000,4.334
Anaplasmosis,El Dorado,2004,Total,0,170304,-,0.000,2.166
Anaplasmosis,El Dorado,2005,Female,0,86647,-,0.000,4.257
Anaplasmosis,El Dorado,2005,Male,0,86534,-,0.000,4.263
Anaplasmosis,El Dorado,2005,Total,0,173181,-,0.000,2.130
Anaplasmosis,El Dorado,2006,Female,0,87654,-,0.000,4.208
Anaplasmosis,El Dorado,2006,Male,0,87604,-,0.000,4.211
Anaplasmosis,El Dorado,2006,Total,0,175258,-,0.000,2.105
Anaplasmosis,El Dorado,2007,Female,0,88622,-,0.000,4.162
Anaplasmosis,El Dorado,2007,Male,0,88573,-,0.000,4.165
Anaplasmosis,El Dorado,2007,Total,0,177195,-,0.000,2.082
Anaplasmosis,El Dorado,2008,Female,0,89339,-,0.000,4.129
Anaplasmosis,El Dorado,2008,Male,0,89260,-,0.000,4.133
Anaplasmosis,El Dorado,2008,Total,0,178599,-,0.000,2.065
Anaplasmosis,El Dorado,2009,Female,0,89876,-,0.000,4.104
Anaplasmosis,El Dorado,2009,Male,0,89825,-,0.000,4.107
Anaplasmosis,El Dorado,2009,Total,0,179701,-,0.000,2.053
Anaplasmosis,El Dorado,2010,Female,0,90487,-,0.000,4.077
Anaplasmosis,El Dorado,2010,Male,0,90571,-,0.000,4.073
Anaplasmosis,El Dorado,2010,Total,0,181058,-,0.000,2.037
Anaplasmosis,El Dorado,2011,Female,0,90290,-,0.000,4.086
Anaplasmosis,El Dorado,2011,Male,0,90619,-,0.000,4.071
Anaplasmosis,El Dorado,2011,Total,0,180832,-,0.000,2.040
Anaplasmosis,El Dorado,2012,Female,0,90222,-,0.000,4.089
Anaplasmosis,El Dorado,2012,Male,0,90895,-,0.000,4.058
Anaplasmosis,El Dorado,2012,Total,0,180978,-,0.000,2.038
Anaplasmosis,El Dorado,2013,Female,0,90700,-,0.000,4.067
Anaplasmosis,El Dorado,2013,Male,0,91462,-,0.000,4.033
Anaplasmosis,El Dorado,2013,Total,0,181963,-,0.000,2.027
Anaplasmosis,El Dorado,2014,Female,0,90640,-,0.000,4.070
Anaplasmosis,El Dorado,2014,Male,0,91516,-,0.000,4.031
Anaplasmosis,El Dorado,2014,Total,0,181898,-,0.000,2.028
Anaplasmosis,El Dorado,2015,Female,0,90724,-,0.000,4.066
Anaplasmosis,El Dorado,2015,Male,0,91859,-,0.000,4.016
Anaplasmosis,El Dorado,2015,Total,0,182205,-,0.000,2.025
Anaplasmosis,El Dorado,2016,Female,0,90942,-,0.000,4.056
Anaplasmosis,El Dorado,2016,Male,0,92502,-,0.000,3.988
Anaplasmosis,El Dorado,2016,Total,0,182937,-,0.000,2.016
Anaplasmosis,El Dorado,2017,Female,0,91797,-,0.000,4.018
Anaplasmosis,El Dorado,2017,Male,0,93645,-,0.000,3.939
Anaplasmosis,El Dorado,2017,Total,0,184800,-,0.000,1.996
Anaplasmosis,El Dorado,2018,Female,0,92911,-,0.000,3.970
Anaplasmosis,El Dorado,2018,Male,0,95000,-,0.000,3.883
Anaplasmosis,El Dorado,2018,Total,0,187122,-,0.000,1.971
Anaplasmosis,El Dorado,2019,Female,0,93376,-,0.000,3.950
Anaplasmosis,El Dorado,2019,Male,0,95442,-,0.000,3.865
Anaplasmosis,El Dorado,2019,Total,0,187905,-,0.000,1.963
Anaplasmosis,El Dorado,2020,Female,0,94980,-,0.000,3.884
Anaplasmosis,El Dorado,2020,Male,0,97032,-,0.000,3.802
Anaplasmosis,El Dorado,2020,Total,0,191032,-,0.000,1.931
Anaplasmosis,El Dorado,2021,Female,0,93485,-,0.000,3.946
Anaplasmosis,El Dorado,2021,Male,0,95604,-,0.000,3.858
Anaplasmosis,El Dorado,2021,Total,0,191309,-,0.000,1.928
Anaplasmosis,El Dorado,2022,Female,0,93888,-,0.000,3.929
Anaplasmosis,El Dorado,2022,Male,0,96124,-,0.000,3.838
Anaplasmosis,El Dorado,2022,Total,0,189382,-,0.000,1.948
Anaplasmosis,Fresno,2001,Female,0,407172,-,0.000,0.906
Anaplasmosis,Fresno,2001,Male,0,407831,-,0.000,0.905
Anaplasmosis,Fresno,2001,Total,0,815003,-,0.000,0.453
Anaplasmosis,Fresno,2002,Female,0,414207,-,0.000,0.891
Anaplasmosis,Fresno,2002,Male,0,414430,-,0.000,0.890
Anaplasmosis,Fresno,2002,Total,0,828637,-,0.000,0.445
Anaplasmosis,Fresno,2003,Female,0,423018,-,0.000,0.872
Anaplasmosis,Fresno,2003,Male,0,422899,-,0.000,0.872
Anaplasmosis,Fresno,2003,Total,0,845917,-,0.000,0.436
Anaplasmosis,Fresno,2004,Female,0,430198,-,0.000,0.857
Anaplasmosis,Fresno,2004,Male,0,430028,-,0.000,0.858
Anaplasmosis,Fresno,2004,Total,0,860226,-,0.000,0.429
Anaplasmosis,Fresno,2005,Female,0,436052,-,0.000,0.846
Anaplasmosis,Fresno,2005,Male,0,435858,-,0.000,0.846
Anaplasmosis,Fresno,2005,Total,0,871910,-,0.000,0.423
Anaplasmosis,Fresno,2006,Female,0,443403,-,0.000,0.832
Anaplasmosis,Fresno,2006,Male,0,442973,-,0.000,0.833
Anaplasmosis,Fresno,2006,Total,0,886376,-,0.000,0.416
Anaplasmosis,Fresno,2007,Female,0,450080,-,0.000,0.820
Anaplasmosis,Fresno,2007,Male,0,449746,-,0.000,0.820
Anaplasmosis,Fresno,2007,Total,0,899826,-,0.000,0.410
Anaplasmosis,Fresno,2008,Female,0,456755,-,0.000,0.808
Anaplasmosis,Fresno,2008,Male,0,456484,-,0.000,0.808
Anaplasmosis,Fresno,2008,Total,0,913239,-,0.000,0.404
Anaplasmosis,Fresno,2009,Female,0,461947,-,0.000,0.799
Anaplasmosis,Fresno,2009,Male,0,461948,-,0.000,0.799
Anaplasmosis,Fresno,2009,Total,0,923895,-,0.000,0.399
Anaplasmosis,Fresno,2010,Female,0,465639,-,0.000,0.792
Anaplasmosis,Fresno,2010,Male,0,464811,-,0.000,0.794
Anaplasmosis,Fresno,2010,Total,0,930450,-,0.000,0.396
Anaplasmosis,Fresno,2011,Female,0,472107,-,0.000,0.781
Anaplasmosis,Fresno,2011,Male,0,471700,-,0.000,0.782
Anaplasmosis,Fresno,2011,Total,0,941793,-,0.000,0.392
Anaplasmosis,Fresno,2012,Female,0,476435,-,0.000,0.774
Anaplasmosis,Fresno,2012,Male,0,476560,-,0.000,0.774
Anaplasmosis,Fresno,2012,Total,0,949363,-,0.000,0.389
Anaplasmosis,Fresno,2013,Female,0,479864,-,0.000,0.769
Anaplasmosis,Fresno,2013,Male,1,480848,0.208*,0.005,1.159
Anaplasmosis,Fresno,2013,Total,1,955481,0.105*,0.003,0.583
Anaplasmosis,Fresno,2014,Female,0,484219,-,0.000,0.762
Anaplasmosis,Fresno,2014,Male,0,485620,-,0.000,0.760
Anaplasmosis,Fresno,2014,Total,0,963010,-,0.000,0.383
Anaplasmosis,Fresno,2015,Female,0,489099,-,0.000,0.754
Anaplasmosis,Fresno,2015,Male,0,490526,-,0.000,0.752
Anaplasmosis,Fresno,2015,Total,0,970859,-,0.000,0.380
Anaplasmosis,Fresno,2016,Female,0,492963,-,0.000,0.748
Anaplasmosis,Fresno,2016,Male,0,495143,-,0.000,0.745
Anaplasmosis,Fresno,2016,Total,0,977361,-,0.000,0.377
Anaplasmosis,Fresno,2017,Female,0,497835,-,0.000,0.741
Anaplasmosis,Fresno,2017,Male,0,500264,-,0.000,0.737
Anaplasmosis,Fresno,2017,Total,0,985393,-,0.000,0.374
Anaplasmosis,Fresno,2018,Female,0,502960,-,0.000,0.733
Anaplasmosis,Fresno,2018,Male,0,505798,-,0.000,0.729
Anaplasmosis,Fresno,2018,Total,0,993965,-,0.000,0.371
Anaplasmosis,Fresno,2019,Female,0,507632,-,0.000,0.727
Anaplasmosis,Fresno,2019,Male,0,510805,-,0.000,0.722
Anaplasmosis,Fresno,2019,Total,0,1001640,-,0.000,0.368
Anaplasmosis,Fresno,2020,Female,0,511538,-,0.000,0.721
Anaplasmosis,Fresno,2020,Male,0,514820,-,0.000,0.717
Anaplasmosis,Fresno,2020,Total,0,1007344,-,0.000,0.366
Anaplasmosis,Fresno,2021,Female,0,508934,-,0.000,0.725
Anaplasmosis,Fresno,2021,Male,0,512715,-,0.000,0.719
Anaplasmosis,Fresno,2021,Total,0,1010453,-,0.000,0.365
Anaplasmosis,Fresno,2022,Female,0,512309,-,0.000,0.720
Anaplasmosis,Fresno,2022,Male,0,516809,-,0.000,0.714
Anaplasmosis,Fresno,2022,Total,0,1012350,-,0.000,0.364
Anaplasmosis,Glenn,2001,Female,0,13154,-,0.000,28.039
Anaplasmosis,Glenn,2001,Male,0,13457,-,0.000,27.409
Anaplasmosis,Glenn,2001,Total,0,26611,-,0.000,13.861
Anaplasmosis,Glenn,2002,Female,0,13251,-,0.000,27.835
Anaplasmosis,Glenn,2002,Male,0,13541,-,0.000,27.238
Anaplasmosis,Glenn,2002,Total,0,26792,-,0.000,13.768
Anaplasmosis,Glenn,2003,Female,0,13448,-,0.000,27.427
Anaplasmosis,Glenn,2003,Male,0,13708,-,0.000,26.906
Anaplasmosis,Glenn,2003,Total,0,27156,-,0.000,13.583
Anaplasmosis,Glenn,2004,Female,0,13518,-,0.000,27.285
Anaplasmosis,Glenn,2004,Male,0,13746,-,0.000,26.832
Anaplasmosis,Glenn,2004,Total,0,27264,-,0.000,13.529
Anaplasmosis,Glenn,2005,Female,0,13636,-,0.000,27.048
Anaplasmosis,Glenn,2005,Male,0,13889,-,0.000,26.557
Anaplasmosis,Glenn,2005,Total,0,27525,-,0.000,13.401
Anaplasmosis,Glenn,2006,Female,0,13729,-,0.000,26.866
Anaplasmosis,Glenn,2006,Male,0,14002,-,0.000,26.342
Anaplasmosis,Glenn,2006,Total,0,27731,-,0.000,13.301
Anaplasmosis,Glenn,2007,Female,0,13871,-,0.000,26.591
Anaplasmosis,Glenn,2007,Male,0,14142,-,0.000,26.081
Anaplasmosis,Glenn,2007,Total,0,28013,-,0.000,13.168
Anaplasmosis,Glenn,2008,Female,0,13920,-,0.000,26.497
Anaplasmosis,Glenn,2008,Male,0,14200,-,0.000,25.974
Anaplasmosis,Glenn,2008,Total,0,28120,-,0.000,13.117
Anaplasmosis,Glenn,2009,Female,0,13906,-,0.000,26.523
Anaplasmosis,Glenn,2009,Male,0,14150,-,0.000,26.067
Anaplasmosis,Glenn,2009,Total,0,28056,-,0.000,13.147
Anaplasmosis,Glenn,2010,Female,0,13931,-,0.000,26.476
Anaplasmosis,Glenn,2010,Male,0,14191,-,0.000,25.991
Anaplasmosis,Glenn,2010,Total,0,28122,-,0.000,13.117
Anaplasmosis,Glenn,2011,Female,0,13948,-,0.000,26.444
Anaplasmosis,Glenn,2011,Male,0,14337,-,0.000,25.726
Anaplasmosis,Glenn,2011,Total,0,28219,-,0.000,13.071
Anaplasmosis,Glenn,2012,Female,0,13869,-,0.000,26.594
Anaplasmosis,Glenn,2012,Male,0,14259,-,0.000,25.867
Anaplasmosis,Glenn,2012,Total,0,28009,-,0.000,13.169
Anaplasmosis,Glenn,2013,Female,0,13848,-,0.000,26.635
Anaplasmosis,Glenn,2013,Male,0,14337,-,0.000,25.726
Anaplasmosis,Glenn,2013,Total,0,28014,-,0.000,13.167
Anaplasmosis,Glenn,2014,Female,0,13902,-,0.000,26.531
Anaplasmosis,Glenn,2014,Male,0,14396,-,0.000,25.621
Anaplasmosis,Glenn,2014,Total,0,28075,-,0.000,13.139
Anaplasmosis,Glenn,2015,Female,0,13896,-,0.000,26.543
Anaplasmosis,Glenn,2015,Male,0,14390,-,0.000,25.632
Anaplasmosis,Glenn,2015,Total,0,28001,-,0.000,13.173
Anaplasmosis,Glenn,2016,Female,0,13932,-,0.000,26.474
Anaplasmosis,Glenn,2016,Male,0,14420,-,0.000,25.578
Anaplasmosis,Glenn,2016,Total,0,28005,-,0.000,13.171
Anaplasmosis,Glenn,2017,Female,0,13995,-,0.000,26.355
Anaplasmosis,Glenn,2017,Male,0,14486,-,0.000,25.462
Anaplasmosis,Glenn,2017,Total,0,28072,-,0.000,13.140
Anaplasmosis,Glenn,2018,Female,0,14050,-,0.000,26.252
Anaplasmosis,Glenn,2018,Male,0,14564,-,0.000,25.326
Anaplasmosis,Glenn,2018,Total,0,28134,-,0.000,13.111
Anaplasmosis,Glenn,2019,Female,0,14271,-,0.000,25.845
Anaplasmosis,Glenn,2019,Male,0,14801,-,0.000,24.920
Anaplasmosis,Glenn,2019,Total,0,28525,-,0.000,12.931
Anaplasmosis,Glenn,2020,Female,0,14521,-,0.000,25.401
Anaplasmosis,Glenn,2020,Male,0,14986,-,0.000,24.612
Anaplasmosis,Glenn,2020,Total,0,28891,-,0.000,12.767
Anaplasmosis,Glenn,2021,Female,0,14341,-,0.000,25.719
Anaplasmosis,Glenn,2021,Male,0,14844,-,0.000,24.848
Anaplasmosis,Glenn,2021,Total,0,28734,-,0.000,12.837
