"Disease","County","Year","Sex","Cases","Population","Rate","Lower_95__CI","Upper_95__CI"
"Typhoid Fever, case",Tuolumne,2018,Male,0,27566,-,0.000,13.381
"Typhoid Fever, case",Tuolumne,2018,Total,0,55311,-,0.000,6.669
"Typhoid Fever, case",Tuolumne,2019,Female,0,25153,-,0.000,14.665
"Typhoid Fever, case",Tuolumne,2019,Male,0,27404,-,0.000,13.460
"Typhoid Fever, case",Tuolumne,2019,Total,0,55316,-,0.000,6.669
"Typhoid Fever, case",Tuolumne,2020,Female,0,25074,-,0.000,14.711
"Typhoid Fever, case",Tuolumne,2020,Male,0,27279,-,0.000,13.522
"Typhoid Fever, case",Tuolumne,2020,Total,0,55438,-,0.000,6.654
"Typhoid Fever, case",Tuolumne,2021,Female,0,24785,-,0.000,14.882
"Typhoid Fever, case",Tuolumne,2021,Male,0,26947,-,0.000,13.688
"Typhoid Fever, case",Tuolumne,2021,Total,0,54705,-,0.000,6.743
"Typhoid Fever, case",Tuolumne,2022,Female,0,24762,-,0.000,14.896
"Typhoid Fever, case",Tuolumne,2022,Male,0,26908,-,0.000,13.708
"Typhoid Fever, case",Tuolumne,2022,Total,0,53642,-,0.000,6.877
"Typhoid Fever, case",Ventura,2001,Female,0,385918,-,0.000,0.956
"Typhoid Fever, case",Ventura,2001,Male,1,383073,0.261*,0.007,1.454
"Typhoid Fever, case",Ventura,2001,Total,1,768991,0.130*,0.003,0.725
"Typhoid Fever, case",Ventura,2002,Female,1,391526,0.255*,0.006,1.423
"Typhoid Fever, case",Ventura,2002,Male,2,388368,0.515*,0.062,1.860
"Typhoid Fever, case",Ventura,2002,Total,3,779894,0.385*,0.079,1.124
"Typhoid Fever, case",Ventura,2003,Female,0,396323,-,0.000,0.931
"Typhoid Fever, case",Ventura,2003,Male,2,393044,0.509*,0.062,1.838
"Typhoid Fever, case",Ventura,2003,Total,2,789367,0.253*,0.031,0.915
"Typhoid Fever, case",Ventura,2004,Female,1,399212,0.250*,0.006,1.396
"Typhoid Fever, case",Ventura,2004,Male,0,395834,-,0.000,0.932
"Typhoid Fever, case",Ventura,2004,Total,1,795046,0.126*,0.003,0.701
"Typhoid Fever, case",Ventura,2005,Female,0,400152,-,0.000,0.922
"Typhoid Fever, case",Ventura,2005,Male,0,396715,-,0.000,0.930
"Typhoid Fever, case",Ventura,2005,Total,0,796867,-,0.000,0.463
"Typhoid Fever, case",Ventura,2006,Female,0,402512,-,0.000,0.916
"Typhoid Fever, case",Ventura,2006,Male,1,398713,0.251*,0.006,1.397
"Typhoid Fever, case",Ventura,2006,Total,1,801225,0.125*,0.003,0.695
"Typhoid Fever, case",Ventura,2007,Female,1,404979,0.247*,0.006,1.376
"Typhoid Fever, case",Ventura,2007,Male,0,400932,-,0.000,0.920
"Typhoid Fever, case",Ventura,2007,Total,1,805911,0.124*,0.003,0.691
"Typhoid Fever, case",Ventura,2008,Female,0,408229,-,0.000,0.904
"Typhoid Fever, case",Ventura,2008,Male,0,403799,-,0.000,0.914
"Typhoid Fever, case",Ventura,2008,Total,0,812028,-,0.000,0.454
"Typhoid Fever, case",Ventura,2009,Female,0,411541,-,0.000,0.896
"Typhoid Fever, case",Ventura,2009,Male,1,407005,0.246*,0.006,1.369
"Typhoid Fever, case",Ventura,2009,Total,1,818546,0.122*,0.003,0.681
"Typhoid Fever, case",Ventura,2010,Female,0,414349,-,0.000,0.890
"Typhoid Fever, case",Ventura,2010,Male,0,408969,-,0.000,0.902
"Typhoid Fever, case",Ventura,2010,Total,0,823318,-,0.000,0.448
"Typhoid Fever, case",Ventura,2011,Female,0,418218,-,0.000,0.882
"Typhoid Fever, case",Ventura,2011,Male,1,413937,0.242*,0.006,1.346
"Typhoid Fever, case",Ventura,2011,Total,1,832547,0.120*,0.003,0.669
"Typhoid Fever, case",Ventura,2012,Female,0,420205,-,0.000,0.878
"Typhoid Fever, case",Ventura,2012,Male,0,416422,-,0.000,0.886
"Typhoid Fever, case",Ventura,2012,Total,0,837333,-,0.000,0.441
"Typhoid Fever, case",Ventura,2013,Female,0,422429,-,0.000,0.873
"Typhoid Fever, case",Ventura,2013,Male,1,419315,0.238*,0.006,1.329
"Typhoid Fever, case",Ventura,2013,Total,1,842775,0.119*,0.003,0.661
"Typhoid Fever, case",Ventura,2014,Female,0,424159,-,0.000,0.870
"Typhoid Fever, case",Ventura,2014,Male,0,421449,-,0.000,0.875
"Typhoid Fever, case",Ventura,2014,Total,0,846966,-,0.000,0.436
"Typhoid Fever, case",Ventura,2015,Female,0,425419,-,0.000,0.867
"Typhoid Fever, case",Ventura,2015,Male,0,423268,-,0.000,0.872
"Typhoid Fever, case",Ventura,2015,Total,0,850038,-,0.000,0.434
"Typhoid Fever, case",Ventura,2016,Female,0,425494,-,0.000,0.867
"Typhoid Fever, case",Ventura,2016,Male,0,423364,-,0.000,0.871
"Typhoid Fever, case",Ventura,2016,Total,0,850227,-,0.000,0.434
"Typhoid Fever, case",Ventura,2017,Female,3,425160,0.706*,0.146,2.062
"Typhoid Fever, case",Ventura,2017,Male,1,423464,0.236*,0.006,1.316
"Typhoid Fever, case",Ventura,2017,Total,4,849979,0.471*,0.128,1.205
"Typhoid Fever, case",Ventura,2018,Female,1,424709,0.235*,0.006,1.312
"Typhoid Fever, case",Ventura,2018,Male,0,423505,-,0.000,0.871
"Typhoid Fever, case",Ventura,2018,Total,1,849523,0.118*,0.003,0.656
"Typhoid Fever, case",Ventura,2019,Female,0,422726,-,0.000,0.873
"Typhoid Fever, case",Ventura,2019,Male,0,421487,-,0.000,0.875
"Typhoid Fever, case",Ventura,2019,Total,0,845474,-,0.000,0.436
"Typhoid Fever, case",Ventura,2020,Female,0,421481,-,0.000,0.875
"Typhoid Fever, case",Ventura,2020,Male,0,419958,-,0.000,0.878
"Typhoid Fever, case",Ventura,2020,Total,0,844618,-,0.000,0.437
"Typhoid Fever, case",Ventura,2021,Female,0,425765,-,0.000,0.866
"Typhoid Fever, case",Ventura,2021,Male,0,424289,-,0.000,0.869
"Typhoid Fever, case",Ventura,2021,Total,0,838630,-,0.000,0.440
"Typhoid Fever, case",Ventura,2022,Female,0,426557,-,0.000,0.865
"Typhoid Fever, case",Ventura,2022,Male,0,425063,-,0.000,0.868
"Typhoid Fever, case",Ventura,2022,Total,0,829764,-,0.000,0.445
"Typhoid Fever, case",Yolo,2001,Female,0,89655,-,0.000,4.114
"Typhoid Fever, case",Yolo,2001,Male,0,85447,-,0.000,4.317
"Typhoid Fever, case",Yolo,2001,Total,0,175102,-,0.000,2.107
"Typhoid Fever, case",Yolo,2002,Female,1,91782,1.090*,0.028,6.070
"Typhoid Fever, case",Yolo,2002,Male,0,87489,-,0.000,4.216
"Typhoid Fever, case",Yolo,2002,Total,1,179271,0.558*,0.014,3.108
"Typhoid Fever, case",Yolo,2003,Female,0,93337,-,0.000,3.952
"Typhoid Fever, case",Yolo,2003,Male,0,88994,-,0.000,4.145
"Typhoid Fever, case",Yolo,2003,Total,0,182331,-,0.000,2.023
"Typhoid Fever, case",Yolo,2004,Female,0,95101,-,0.000,3.879
"Typhoid Fever, case",Yolo,2004,Male,0,90606,-,0.000,4.071
"Typhoid Fever, case",Yolo,2004,Total,0,185707,-,0.000,1.986
"Typhoid Fever, case",Yolo,2005,Female,0,95922,-,0.000,3.846
"Typhoid Fever, case",Yolo,2005,Male,0,91432,-,0.000,4.034
"Typhoid Fever, case",Yolo,2005,Total,0,187354,-,0.000,1.969
"Typhoid Fever, case",Yolo,2006,Female,0,97772,-,0.000,3.773
"Typhoid Fever, case",Yolo,2006,Male,0,93037,-,0.000,3.965
"Typhoid Fever, case",Yolo,2006,Total,0,190809,-,0.000,1.933
"Typhoid Fever, case",Yolo,2007,Female,0,99925,-,0.000,3.692
"Typhoid Fever, case",Yolo,2007,Male,0,94929,-,0.000,3.886
"Typhoid Fever, case",Yolo,2007,Total,0,194854,-,0.000,1.893
"Typhoid Fever, case",Yolo,2008,Female,0,101290,-,0.000,3.642
"Typhoid Fever, case",Yolo,2008,Male,1,96299,1.038*,0.026,5.786
"Typhoid Fever, case",Yolo,2008,Total,1,197589,0.506*,0.013,2.820
"Typhoid Fever, case",Yolo,2009,Female,0,102303,-,0.000,3.606
"Typhoid Fever, case",Yolo,2009,Male,0,97394,-,0.000,3.788
"Typhoid Fever, case",Yolo,2009,Total,0,199697,-,0.000,1.847
"Typhoid Fever, case",Yolo,2010,Female,0,102914,-,0.000,3.584
"Typhoid Fever, case",Yolo,2010,Male,0,97935,-,0.000,3.767
"Typhoid Fever, case",Yolo,2010,Total,0,200849,-,0.000,1.837
"Typhoid Fever, case",Yolo,2011,Female,0,104159,-,0.000,3.542
"Typhoid Fever, case",Yolo,2011,Male,0,99165,-,0.000,3.720
"Typhoid Fever, case",Yolo,2011,Total,0,202754,-,0.000,1.819
"Typhoid Fever, case",Yolo,2012,Female,1,105636,0.947*,0.024,5.274
"Typhoid Fever, case",Yolo,2012,Male,0,100530,-,0.000,3.669
"Typhoid Fever, case",Yolo,2012,Total,1,205138,0.487*,0.012,2.716
"Typhoid Fever, case",Yolo,2013,Female,0,106483,-,0.000,3.464
"Typhoid Fever, case",Yolo,2013,Male,0,101722,-,0.000,3.626
"Typhoid Fever, case",Yolo,2013,Total,0,206723,-,0.000,1.784
"Typhoid Fever, case",Yolo,2014,Female,0,107143,-,0.000,3.443
"Typhoid Fever, case",Yolo,2014,Male,0,102500,-,0.000,3.599
"Typhoid Fever, case",Yolo,2014,Total,0,207708,-,0.000,1.776
"Typhoid Fever, case",Yolo,2015,Female,0,108568,-,0.000,3.398
"Typhoid Fever, case",Yolo,2015,Male,0,103806,-,0.000,3.554
"Typhoid Fever, case",Yolo,2015,Total,0,209893,-,0.000,1.757
"Typhoid Fever, case",Yolo,2016,Female,0,110530,-,0.000,3.337
"Typhoid Fever, case",Yolo,2016,Male,0,105685,-,0.000,3.490
"Typhoid Fever, case",Yolo,2016,Total,0,213224,-,0.000,1.730
"Typhoid Fever, case",Yolo,2017,Female,1,111759,0.895*,0.023,4.985
"Typhoid Fever, case",Yolo,2017,Male,0,106858,-,0.000,3.452
"Typhoid Fever, case",Yolo,2017,Total,1,215072,0.465*,0.012,2.591
"Typhoid Fever, case",Yolo,2018,Female,0,112850,-,0.000,3.269
"Typhoid Fever, case",Yolo,2018,Male,0,107715,-,0.000,3.425
"Typhoid Fever, case",Yolo,2018,Total,0,216474,-,0.000,1.704
"Typhoid Fever, case",Yolo,2019,Female,0,112930,-,0.000,3.266
"Typhoid Fever, case",Yolo,2019,Male,0,107793,-,0.000,3.422
"Typhoid Fever, case",Yolo,2019,Total,0,216073,-,0.000,1.707
"Typhoid Fever, case",Yolo,2020,Female,1,113446,0.881*,0.022,4.911
"Typhoid Fever, case",Yolo,2020,Male,0,108272,-,0.000,3.407
"Typhoid Fever, case",Yolo,2020,Total,1,218184,0.458*,0.012,2.554
"Typhoid Fever, case",Yolo,2021,Female,0,115655,-,0.000,3.190
"Typhoid Fever, case",Yolo,2021,Male,0,110239,-,0.000,3.346
"Typhoid Fever, case",Yolo,2021,Total,0,215580,-,0.000,1.711
"Typhoid Fever, case",Yolo,2022,Female,1,116992,0.855*,0.022,4.762
"Typhoid Fever, case",Yolo,2022,Male,0,111388,-,0.000,3.312
"Typhoid Fever, case",Yolo,2022,Total,1,222430,0.450*,0.011,2.505
"Typhoid Fever, case",Yuba,2001,Female,0,30474,-,0.000,12.104
"Typhoid Fever, case",Yuba,2001,Male,0,30952,-,0.000,11.917
"Typhoid Fever, case",Yuba,2001,Total,0,61426,-,0.000,6.005
"Typhoid Fever, case",Yuba,2002,Female,0,31142,-,0.000,11.845
"Typhoid Fever, case",Yuba,2002,Male,0,31596,-,0.000,11.674
"Typhoid Fever, case",Yuba,2002,Total,0,62738,-,0.000,5.880
"Typhoid Fever, case",Yuba,2003,Female,0,31768,-,0.000,11.611
"Typhoid Fever, case",Yuba,2003,Male,0,32194,-,0.000,11.458
"Typhoid Fever, case",Yuba,2003,Total,0,63962,-,0.000,5.767
"Typhoid Fever, case",Yuba,2004,Female,0,32422,-,0.000,11.377
"Typhoid Fever, case",Yuba,2004,Male,0,32827,-,0.000,11.237
"Typhoid Fever, case",Yuba,2004,Total,0,65249,-,0.000,5.653
"Typhoid Fever, case",Yuba,2005,Female,0,33675,-,0.000,10.954
"Typhoid Fever, case",Yuba,2005,Male,0,34037,-,0.000,10.837
"Typhoid Fever, case",Yuba,2005,Total,0,67712,-,0.000,5.448
"Typhoid Fever, case",Yuba,2006,Female,0,34418,-,0.000,10.717
"Typhoid Fever, case",Yuba,2006,Male,0,34800,-,0.000,10.600
"Typhoid Fever, case",Yuba,2006,Total,0,69218,-,0.000,5.329
"Typhoid Fever, case",Yuba,2007,Female,0,34930,-,0.000,10.560
"Typhoid Fever, case",Yuba,2007,Male,0,35291,-,0.000,10.452
"Typhoid Fever, case",Yuba,2007,Total,0,70221,-,0.000,5.253
"Typhoid Fever, case",Yuba,2008,Female,0,35527,-,0.000,10.383
"Typhoid Fever, case",Yuba,2008,Male,0,35895,-,0.000,10.276
"Typhoid Fever, case",Yuba,2008,Total,0,71422,-,0.000,5.165
"Typhoid Fever, case",Yuba,2009,Female,0,35623,-,0.000,10.355
"Typhoid Fever, case",Yuba,2009,Male,0,36173,-,0.000,10.197
"Typhoid Fever, case",Yuba,2009,Total,0,71796,-,0.000,5.138
"Typhoid Fever, case",Yuba,2010,Female,0,35803,-,0.000,10.303
"Typhoid Fever, case",Yuba,2010,Male,0,36352,-,0.000,10.147
"Typhoid Fever, case",Yuba,2010,Total,0,72155,-,0.000,5.112
"Typhoid Fever, case",Yuba,2011,Female,0,36042,-,0.000,10.234
"Typhoid Fever, case",Yuba,2011,Male,0,36784,-,0.000,10.028
"Typhoid Fever, case",Yuba,2011,Total,0,73140,-,0.000,5.043
"Typhoid Fever, case",Yuba,2012,Female,0,36179,-,0.000,10.196
"Typhoid Fever, case",Yuba,2012,Male,0,36975,-,0.000,9.976
"Typhoid Fever, case",Yuba,2012,Total,0,73721,-,0.000,5.004
"Typhoid Fever, case",Yuba,2013,Female,0,36247,-,0.000,10.177
"Typhoid Fever, case",Yuba,2013,Male,0,37071,-,0.000,9.950
"Typhoid Fever, case",Yuba,2013,Total,0,74137,-,0.000,4.976
"Typhoid Fever, case",Yuba,2014,Female,0,36507,-,0.000,10.104
"Typhoid Fever, case",Yuba,2014,Male,0,37298,-,0.000,9.890
"Typhoid Fever, case",Yuba,2014,Total,0,74877,-,0.000,4.926
"Typhoid Fever, case",Yuba,2015,Female,0,36887,-,0.000,10.000
"Typhoid Fever, case",Yuba,2015,Male,0,37562,-,0.000,9.820
"Typhoid Fever, case",Yuba,2015,Total,0,75748,-,0.000,4.870
"Typhoid Fever, case",Yuba,2016,Female,0,37246,-,0.000,9.904
"Typhoid Fever, case",Yuba,2016,Male,0,38005,-,0.000,9.706
"Typhoid Fever, case",Yuba,2016,Total,0,76782,-,0.000,4.804
"Typhoid Fever, case",Yuba,2017,Female,0,37836,-,0.000,9.749
"Typhoid Fever, case",Yuba,2017,Male,0,38587,-,0.000,9.559
"Typhoid Fever, case",Yuba,2017,Total,0,78181,-,0.000,4.718
"Typhoid Fever, case",Yuba,2018,Female,0,38254,-,0.000,9.643
"Typhoid Fever, case",Yuba,2018,Male,0,38845,-,0.000,9.496
"Typhoid Fever, case",Yuba,2018,Total,0,79043,-,0.000,4.667
"Typhoid Fever, case",Yuba,2019,Female,0,38809,-,0.000,9.505
"Typhoid Fever, case",Yuba,2019,Male,0,39252,-,0.000,9.397
"Typhoid Fever, case",Yuba,2019,Total,0,80250,-,0.000,4.597
"Typhoid Fever, case",Yuba,2020,Female,0,39344,-,0.000,9.376
"Typhoid Fever, case",Yuba,2020,Male,0,39745,-,0.000,9.281
"Typhoid Fever, case",Yuba,2020,Total,0,81706,-,0.000,4.515
"Typhoid Fever, case",Yuba,2021,Female,0,38821,-,0.000,9.502
"Typhoid Fever, case",Yuba,2021,Male,0,39302,-,0.000,9.386
"Typhoid Fever, case",Yuba,2021,Total,0,82211,-,0.000,4.487
"Typhoid Fever, case",Yuba,2022,Female,0,39108,-,0.000,9.432
"Typhoid Fever, case",Yuba,2022,Male,0,39558,-,0.000,9.325
"Typhoid Fever, case",Yuba,2022,Total,0,82533,-,0.000,4.469
Typhus Fever,Alameda,2001,Female,0,746596,-,0.000,0.494
Typhus Fever,Alameda,2001,Male,0,718968,-,0.000,0.513
Typhus Fever,Alameda,2001,Total,0,1465564,-,0.000,0.252
Typhus Fever,Alameda,2002,Female,0,747987,-,0.000,0.493
Typhus Fever,Alameda,2002,Male,0,720481,-,0.000,0.512
Typhus Fever,Alameda,2002,Total,0,1468468,-,0.000,0.251
Typhus Fever,Alameda,2003,Female,0,747441,-,0.000,0.494
Typhus Fever,Alameda,2003,Male,0,719746,-,0.000,0.513
Typhus Fever,Alameda,2003,Total,0,1467187,-,0.000,0.251
Typhus Fever,Alameda,2004,Female,0,746723,-,0.000,0.494
Typhus Fever,Alameda,2004,Male,0,718817,-,0.000,0.513
Typhus Fever,Alameda,2004,Total,0,1465540,-,0.000,0.252
Typhus Fever,Alameda,2005,Female,0,743878,-,0.000,0.496
Typhus Fever,Alameda,2005,Male,0,716004,-,0.000,0.515
Typhus Fever,Alameda,2005,Total,0,1459882,-,0.000,0.253
Typhus Fever,Alameda,2006,Female,0,746458,-,0.000,0.494
Typhus Fever,Alameda,2006,Male,0,718381,-,0.000,0.513
Typhus Fever,Alameda,2006,Total,0,1464839,-,0.000,0.252
Typhus Fever,Alameda,2007,Female,0,752302,-,0.000,0.490
Typhus Fever,Alameda,2007,Male,0,724099,-,0.000,0.509
Typhus Fever,Alameda,2007,Total,0,1476401,-,0.000,0.250
Typhus Fever,Alameda,2008,Female,0,760122,-,0.000,0.485
Typhus Fever,Alameda,2008,Male,0,731659,-,0.000,0.504
Typhus Fever,Alameda,2008,Total,0,1491781,-,0.000,0.247
Typhus Fever,Alameda,2009,Female,0,765745,-,0.000,0.482
Typhus Fever,Alameda,2009,Male,0,738082,-,0.000,0.500
Typhus Fever,Alameda,2009,Total,0,1503827,-,0.000,0.245
Typhus Fever,Alameda,2010,Female,0,769699,-,0.000,0.479
Typhus Fever,Alameda,2010,Male,0,740574,-,0.000,0.498
Typhus Fever,Alameda,2010,Total,0,1510272,-,0.000,0.244
Typhus Fever,Alameda,2011,Female,0,780616,-,0.000,0.473
Typhus Fever,Alameda,2011,Male,0,753317,-,0.000,0.490
Typhus Fever,Alameda,2011,Total,0,1535986,-,0.000,0.240
Typhus Fever,Alameda,2012,Female,0,792053,-,0.000,0.466
Typhus Fever,Alameda,2012,Male,0,764962,-,0.000,0.482
Typhus Fever,Alameda,2012,Total,0,1560713,-,0.000,0.236
Typhus Fever,Alameda,2013,Female,0,802514,-,0.000,0.460
Typhus Fever,Alameda,2013,Male,0,776188,-,0.000,0.475
Typhus Fever,Alameda,2013,Total,0,1584064,-,0.000,0.233
Typhus Fever,Alameda,2014,Female,0,813897,-,0.000,0.453
Typhus Fever,Alameda,2014,Male,0,787687,-,0.000,0.468
Typhus Fever,Alameda,2014,Total,0,1608614,-,0.000,0.229
Typhus Fever,Alameda,2015,Female,0,823802,-,0.000,0.448
Typhus Fever,Alameda,2015,Male,0,798573,-,0.000,0.462
Typhus Fever,Alameda,2015,Total,0,1630159,-,0.000,0.226
Typhus Fever,Alameda,2016,Female,0,831872,-,0.000,0.443
Typhus Fever,Alameda,2016,Male,0,807094,-,0.000,0.457
Typhus Fever,Alameda,2016,Total,0,1647332,-,0.000,0.224
Typhus Fever,Alameda,2017,Female,0,837364,-,0.000,0.441
Typhus Fever,Alameda,2017,Male,1,813388,0.123*,0.003,0.685
Typhus Fever,Alameda,2017,Total,1,1659750,0.060*,0.002,0.336
Typhus Fever,Alameda,2018,Female,0,841950,-,0.000,0.438
Typhus Fever,Alameda,2018,Male,0,818147,-,0.000,0.451
Typhus Fever,Alameda,2018,Total,0,1669659,-,0.000,0.221
Typhus Fever,Alameda,2019,Female,0,846359,-,0.000,0.436
Typhus Fever,Alameda,2019,Male,0,822606,-,0.000,0.448
Typhus Fever,Alameda,2019,Total,0,1678926,-,0.000,0.220
Typhus Fever,Alameda,2020,Female,0,848028,-,0.000,0.435
Typhus Fever,Alameda,2020,Male,0,823827,-,0.000,0.448
Typhus Fever,Alameda,2020,Total,0,1676458,-,0.000,0.220
Typhus Fever,Alameda,2021,Female,0,851290,-,0.000,0.433
Typhus Fever,Alameda,2021,Male,0,827044,-,0.000,0.446
Typhus Fever,Alameda,2021,Total,0,1654938,-,0.000,0.223
Typhus Fever,Alameda,2022,Female,1,856569,0.117*,0.003,0.650
Typhus Fever,Alameda,2022,Male,0,832969,-,0.000,0.443
Typhus Fever,Alameda,2022,Total,1,1638979,0.061*,0.002,0.340
Typhus Fever,Alpine,2001,Female,0,589,-,0.000,624.497
Typhus Fever,Alpine,2001,Male,0,648,-,0.000,567.523
Typhus Fever,Alpine,2001,Total,0,1237,-,0.000,297.768
Typhus Fever,Alpine,2002,Female,0,594,-,0.000,619.303
Typhus Fever,Alpine,2002,Male,0,654,-,0.000,562.293
Typhus Fever,Alpine,2002,Total,0,1248,-,0.000,295.147
Typhus Fever,Alpine,2003,Female,0,596,-,0.000,617.134
Typhus Fever,Alpine,2003,Male,0,653,-,0.000,563.231
Typhus Fever,Alpine,2003,Total,0,1249,-,0.000,294.911
Typhus Fever,Alpine,2004,Female,0,607,-,0.000,606.108
Typhus Fever,Alpine,2004,Male,0,659,-,0.000,558.013
Typhus Fever,Alpine,2004,Total,0,1266,-,0.000,290.957
Typhus Fever,Alpine,2005,Female,0,580,-,0.000,633.862
Typhus Fever,Alpine,2005,Male,0,628,-,0.000,585.793
Typhus Fever,Alpine,2005,Total,0,1208,-,0.000,304.905
Typhus Fever,Alpine,2006,Female,0,605,-,0.000,608.083
Typhus Fever,Alpine,2006,Male,0,650,-,0.000,565.735
Typhus Fever,Alpine,2006,Total,0,1255,-,0.000,293.503
Typhus Fever,Alpine,2007,Female,0,599,-,0.000,614.401
Typhus Fever,Alpine,2007,Male,0,649,-,0.000,566.396
Typhus Fever,Alpine,2007,Total,0,1248,-,0.000,295.147
Typhus Fever,Alpine,2008,Female,0,581,-,0.000,632.766
Typhus Fever,Alpine,2008,Male,0,627,-,0.000,586.732
Typhus Fever,Alpine,2008,Total,0,1208,-,0.000,304.905
Typhus Fever,Alpine,2009,Female,0,570,-,0.000,645.312
Typhus Fever,Alpine,2009,Male,0,610,-,0.000,602.709
Typhus Fever,Alpine,2009,Total,0,1180,-,0.000,312.129
Typhus Fever,Alpine,2010,Female,0,569,-,0.000,646.212
Typhus Fever,Alpine,2010,Male,0,606,-,0.000,606.877
Typhus Fever,Alpine,2010,Total,0,1175,-,0.000,313.455
Typhus Fever,Alpine,2011,Female,0,570,-,0.000,645.082
Typhus Fever,Alpine,2011,Male,0,600,-,0.000,612.927
Typhus Fever,Alpine,2011,Total,0,1181,-,0.000,311.865
Typhus Fever,Alpine,2012,Female,0,565,-,0.000,650.772
Typhus Fever,Alpine,2012,Male,0,601,-,0.000,611.910
Typhus Fever,Alpine,2012,Total,0,1186,-,0.000,310.552
Typhus Fever,Alpine,2013,Female,0,563,-,0.000,653.077
Typhus Fever,Alpine,2013,Male,0,601,-,0.000,611.910
Typhus Fever,Alpine,2013,Total,0,1193,-,0.000,308.733
Typhus Fever,Alpine,2014,Female,0,565,-,0.000,650.772
Typhus Fever,Alpine,2014,Male,0,596,-,0.000,617.028
Typhus Fever,Alpine,2014,Total,0,1199,-,0.000,307.190
Typhus Fever,Alpine,2015,Female,0,564,-,0.000,651.922
Typhus Fever,Alpine,2015,Male,0,590,-,0.000,623.283
Typhus Fever,Alpine,2015,Total,0,1201,-,0.000,306.679
Typhus Fever,Alpine,2016,Female,0,564,-,0.000,651.922
Typhus Fever,Alpine,2016,Male,0,587,-,0.000,626.459
Typhus Fever,Alpine,2016,Total,0,1207,-,0.000,305.157
Typhus Fever,Alpine,2017,Female,0,563,-,0.000,653.077
Typhus Fever,Alpine,2017,Male,0,583,-,0.000,630.743
Typhus Fever,Alpine,2017,Total,0,1211,-,0.000,304.151
Typhus Fever,Alpine,2018,Female,0,563,-,0.000,653.077
Typhus Fever,Alpine,2018,Male,0,572,-,0.000,642.834
Typhus Fever,Alpine,2018,Total,0,1208,-,0.000,304.905
Typhus Fever,Alpine,2019,Female,0,554,-,0.000,663.651
Typhus Fever,Alpine,2019,Male,0,569,-,0.000,646.212
Typhus Fever,Alpine,2019,Total,0,1205,-,0.000,305.663
Typhus Fever,Alpine,2020,Female,0,548,-,0.000,670.893
Typhus Fever,Alpine,2020,Male,0,567,-,0.000,648.484
Typhus Fever,Alpine,2020,Total,0,1201,-,0.000,306.679
Typhus Fever,Alpine,2021,Female,0,564,-,0.000,651.922
Typhus Fever,Alpine,2021,Male,0,569,-,0.000,646.212
Typhus Fever,Alpine,2021,Total,0,1181,-,0.000,311.865
Typhus Fever,Alpine,2022,Female,0,576,-,0.000,638.384
Typhus Fever,Alpine,2022,Male,0,563,-,0.000,653.077
Typhus Fever,Alpine,2022,Total,0,1175,-,0.000,313.455
Typhus Fever,Amador,2001,Female,0,16101,-,0.000,22.908
Typhus Fever,Amador,2001,Male,0,19683,-,0.000,18.740
Typhus Fever,Amador,2001,Total,0,35784,-,0.000,10.308
Typhus Fever,Amador,2002,Female,0,16416,-,0.000,22.468
Typhus Fever,Amador,2002,Male,0,20119,-,0.000,18.334
Typhus Fever,Amador,2002,Total,0,36535,-,0.000,10.096
Typhus Fever,Amador,2003,Female,0,16572,-,0.000,22.257
Typhus Fever,Amador,2003,Male,0,20204,-,0.000,18.257
Typhus Fever,Amador,2003,Total,0,36776,-,0.000,10.030
Typhus Fever,Amador,2004,Female,0,16732,-,0.000,22.045
Typhus Fever,Amador,2004,Male,0,20415,-,0.000,18.068
Typhus Fever,Amador,2004,Total,0,37147,-,0.000,9.930
Typhus Fever,Amador,2005,Female,0,16990,-,0.000,21.709
Typhus Fever,Amador,2005,Male,0,20732,-,0.000,17.792
Typhus Fever,Amador,2005,Total,0,37722,-,0.000,9.779
Typhus Fever,Amador,2006,Female,0,17119,-,0.000,21.546
Typhus Fever,Amador,2006,Male,0,20845,-,0.000,17.695
Typhus Fever,Amador,2006,Total,0,37964,-,0.000,9.716
Typhus Fever,Amador,2007,Female,0,17207,-,0.000,21.436
Typhus Fever,Amador,2007,Male,0,20878,-,0.000,17.667
Typhus Fever,Amador,2007,Total,0,38085,-,0.000,9.685
Typhus Fever,Amador,2008,Female,0,17163,-,0.000,21.491
Typhus Fever,Amador,2008,Male,0,20701,-,0.000,17.818
Typhus Fever,Amador,2008,Total,0,37864,-,0.000,9.742
Typhus Fever,Amador,2009,Female,0,17197,-,0.000,21.448
Typhus Fever,Amador,2009,Male,0,20708,-,0.000,17.813
Typhus Fever,Amador,2009,Total,0,37905,-,0.000,9.731
Typhus Fever,Amador,2010,Female,0,17342,-,0.000,21.269
Typhus Fever,Amador,2010,Male,0,20749,-,0.000,17.777
Typhus Fever,Amador,2010,Total,0,38091,-,0.000,9.684
Typhus Fever,Amador,2011,Female,0,16963,-,0.000,21.744
Typhus Fever,Amador,2011,Male,0,19981,-,0.000,18.460
Typhus Fever,Amador,2011,Total,0,37122,-,0.000,9.937
Typhus Fever,Amador,2012,Female,0,17031,-,0.000,21.657
Typhus Fever,Amador,2012,Male,0,19551,-,0.000,18.866
Typhus Fever,Amador,2012,Total,0,36903,-,0.000,9.996
Typhus Fever,Amador,2013,Female,0,16855,-,0.000,21.884
Typhus Fever,Amador,2013,Male,0,19243,-,0.000,19.168
