row_index,site_id,fips
1142,0601510,40109
1143,0601644,48183
1144,0601695,48037
1145,0601732,48339
1146,0601735,48241
1147,0601752,48057
1148,0601975,48241
1149,0602026,48361
1150,0602027,48039
1151,0602033,48203
1152,0602105,48167
1153,0602108,48473
1154,0602297,48113
1155,0602349,48409
1156,0602464,48113
1157,0602482,48231
1158,0602488,48201
1159,0602498,48201
1160,0602505,48201
1161,0602570,48037
1162,0602601,48201
1163,0602703,48135
1164,0602800,48439
1165,0602803,48339
1166,0602804,48201
1167,0602809,48201
1168,0602895,48201
1169,0602920,48507
1170,0602922,48167
1171,0602943,48135
1172,0602954,48201
1173,0602956,48201
1174,0602957,48291
1175,0603555,48201
1176,0603606,48203
1177,0603609,48037
1178,0603610,48439
1179,0603651,05149
1180,0603790,05139
1181,0603977,22019
1182,0604050,35053
1183,0604060,48065
1184,0604068,35001
1185,0604293,22011
1186,0604299,35039
1187,0604486,05103
1188,0604491,22111
1189,0604674,40143
1190,0604848,22023
1191,0604942,40037
1192,0605008,48201
1193,0605009,48027
1194,0605015,48357
1195,0605023,48135
1196,0605043,48245
1197,0605116,35013
1198,0605144,35006
1199,0605177,48219
1200,0605240,48113
1201,0605264,48355
1202,0605363,48215
1203,0605386,35005
1204,0605460,48201
1205,0605517,22001
1206,0605649,48439
1207,0606565,48029
1208,0606611,48201
1209,0606614,48135
1210,0606760,48437
1211,0606869,48257
1212,0606872,48113
1213,0606965,48367
1214,0607068,40109
1215,0607093,48201
1216,0607147,40111
1217,0607497,22053
1218,0700020,29071
1219,0700034,19013
1220,0700039,19045
1221,0700094,19113
1222,0700110,19179
1223,0700137,19167
1224,0700145,19029
1225,0700181,19067
1226,0700185,19099
1227,0700204,19193
1228,0700237,19167
1229,0700244,19067
1230,0700260,19111
1231,0700286,19067
1232,0700297,19137
1233,0700312,19111
1234,0700316,19153
1235,0700324,19033
1236,0700325,19061
1237,0700337,19033
1238,0700347,19101
1239,0700413,19057
1240,0700447,20015
1241,0700468,20177
1242,0700496,20173
1243,0700513,20091
1244,0700521,20193
1245,0700580,20155
1246,0700602,20173
1247,0700631,20091
1248,0700663,20173
1249,0700667,20021
1250,0700677,20035
1251,0700694,20173
1252,0700743,20161
1253,0700777,29095
1254,0700780,29003
1255,0700878,29077
1256,0700881,29109
1257,0701039,29189
1258,0701102,29123
1259,0701151,29031
1260,0701153,29077
1261,0701210,29189
1262,0701237,29189
1263,0701266,29113
1264,0701290,29097
1265,0701345,29099
1266,0701378,29047
1267,0701392,29077
1268,0701439,29069
1269,0701442,29201
1270,0701474,29031
1271,0701494,29189
1272,0701639,29187
1273,0701651,29145
1274,0701753,29183
1275,0701757,29095
1276,0701773,29183
1277,0701913,31141
1278,0701973,31001
1279,0701974,31109
1280,0701986,31079
1281,0702000,31023
1282,0702001,31141
1283,0702020,31079
1284,0702031,31155
1285,0702086,31119
1286,0702089,29071
1287,0702287,31101
1288,0702377,31119
1289,0702403,20057
1290,0702514,29145
1291,0702515,29047
1292,0702917,29093
1293,0702918,29145
1294,0703044,20127
1295,0703065,19153
1296,0703396,20125
1297,0703481,31055
1298,0703541,29071
1299,0704351,31001
1300,0704456,31079
1301,0704738,31001
1302,0705023,29221
1303,0705026,20001
1304,0705027,29221
1305,0705032,29221
1306,0705326,20009
1307,0705443,29099
1308,0705803,29125
1309,0705842,29221
1310,0706042,19149
1311,0706143,29077
1312,0706200,31185
1313,0706550,20021
1314,0710226,31153
1315,0800017,56021
1316,0800030,08001
1317,0800076,08085
1318,0800115,08043
1319,0800159,08037
1320,0800186,08005
1321,0800244,08001
1322,0800247,08031
1323,0800257,08047
1324,0800260,08001
1325,0800261,08097
1326,0800357,08001
1327,0800359,08059
1328,0800360,08059
1329,0800377,30049
1330,0800378,30093
1331,0800379,30031
1332,0800384,30095
1333,0800392,30029
1334,0800402,30013
1335,0800403,30023
1336,0800412,30053
1337,0800416,30093
1338,0800445,30063
1339,0800527,38101
1340,0800546,46099
1341,0800585,46093
1342,0800596,49035
1343,0800636,49035
1344,0800641,49035
1345,0800649,49035
1346,0800679,49037
1347,0800680,49035
1348,0800690,49035
1349,0800694,49035
1350,0800697,49035
1351,0800705,49043
1352,0800743,49035
1353,0800753,49011
1354,0800755,49045
1355,0800760,49057
1356,0800792,56001
1357,0800852,56025
1358,0800866,08001
1359,0800867,49037
1360,0800892,08013
1361,0801057,30043
1362,0801085,08015
1363,0801194,08105
1364,0801208,30045
1365,0801257,49035
1366,0801303,30111
1367,0801478,08065
1368,0801507,30013
1369,0801528,49011
1370,0801545,49011
1371,0801644,49023
1372,0801646,08031
1373,0801668,46081
1374,0801669,08051
1375,0801674,49045
1376,0801699,30049
1377,0801709,30111
1378,0801914,30061
1379,0802497,08111
1380,0802630,08079
1381,0802654,49011
1382,0802700,08101
1383,0802704,49045
1384,0802850,30063
1385,0900252,06085
1386,0900510,04003
1387,0900517,04013
1388,0900648,04013
1389,0900672,04013
1390,0900673,04013
1391,0900677,04013
1392,0900684,04019
1393,0900884,04013
1394,0900885,04027
1395,0900890,04013
1396,0900899,06097
1397,0900917,06093
1398,0900923,06015
1399,0900956,06085
1400,0900993,06037
1401,0901126,06085
1402,0901128,06019
1403,0901129,06077
1404,0901134,06085
1405,0901135,06007
1406,0901181,06085
1407,0901202,06085
1408,0901206,06085
1409,0901242,06111
1410,0901257,06083
1411,0901287,06085
1412,0901290,06019
1413,0901293,06037
1414,0901325,06085
1415,0901326,06085
1416,0901344,06085
1417,0901389,06085
1418,0901391,06107
1419,0901398,06085
1420,0901425,06029
1421,0901482,06085
1422,0901489,06045
1423,0901490,06099
1424,0901513,06007
1425,0901554,06113
1426,0901661,06085
1427,0901680,06085
1428,0901685,06085
1429,0901718,06067
1430,0901736,06019
1431,0901755,06089
1432,0901757,06059
1433,0901841,06111
1434,0901854,06019
1435,0901938,06023
1436,0901951,06037
1437,0902019,06019
1438,0902025,06019
1439,0902040,06067
1440,0902075,06019
1441,0902091,06037
1442,0902092,06037
1443,0902093,06037
1444,0902134,06085
1445,0902140,06037
1446,0902226,06087
1447,0902228,06033
1448,0902249,06007
1449,0902250,06085
1450,0902251,06037
1451,0902252,06037
1452,0902254,06037
1453,0902439,06071
1454,0902440,06013
1455,0902527,06099
1456,0902617,06053
1457,0902620,06085
1458,0902632,06085
1459,0902660,06013
1460,0902673,06037
1461,0902708,06085
1462,0902715,06067
1463,0902722,06075
1464,0902725,06029
1465,0902731,06001
1466,0902732,06073
1467,0902734,06085
1468,0902737,06071
1469,0902740,06001
1470,0902742,06001
1471,0902751,06047
1472,0902759,06067
1473,0902760,06071
1474,0902761,06065
1475,0902762,06077
1476,0902767,06095
1477,0902770,06059
1478,0902778,06013
1479,0902783,06053
1480,0902785,06099
1481,0902790,06071
1482,0902792,06077
1483,0902793,06067
1484,0902825,66010
1485,0902876,15003
1486,0902904,15003
1487,0902923,15003
1488,0902959,32019
1489,0903020,32019
1490,0903253,06037
1491,0903349,06037
1492,0903438,06037
